question_id,type,chapter_slug,topic_slug,subtopic,stem,difficulty,skill,marks,neg_marks,est_time_sec,board_pattern,pyq_year,lang,status,source,parent_id,correct_option,answer_text,explanation,common_mistake,exam_focus,tags
CR-T6-016,statement,chemical-reactions-and-equations,rancidity,Meaning and cause,"Consider the statements:
I. Rancidity is a physical change.
II. Antioxidants help prevent oxidation of food.",1,recall,1,0,50,CBSE/SEBA,,en,draft,AI-original (needs review),,B,Only II is correct,Rancidity is a chemical change.,,board,statement;meaning and cause
CR-T6-017,match,chemical-reactions-and-equations,rancidity,Prevention,"Match the food or situation with the most suitable method to slow rancidity.
Column I:
1. Packaged potato chips
2. Vegetable oil during manufacture
3. Butter at home
4. Ghee in the kitchen
Column II:
P. Nitrogen flushing
Q. Adding antioxidants
R. Refrigeration
S. Airtight container",2,application,1,0,75,CBSE/SEBA,,en,draft,AI-original (needs review),,D,"1-P, 2-Q, 3-R, 4-S",Each method suits a typical situation.,,board,match;prevention
CR-T6-018,case_based,chemical-reactions-and-equations,rancidity,Applications,The change in the opened chips and oil is called:,1,recall,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),CP-T6-01,C,Rancidity,Oxidation of fats and oils.,,board,case_based;applications
CR-T6-019,case_based,chemical-reactions-and-equations,rancidity,Applications,"Chemically, this change is due to:",1,recall,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),CP-T6-01,D,Oxidation,Reaction with oxygen.,,board,case_based;applications
CR-T6-020,case_based,chemical-reactions-and-equations,rancidity,Applications,The sealed packet stayed fresh because:,2,application,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),CP-T6-01,C,It contained nitrogen that prevented contact with oxygen,Nitrogen flushing blocks oxidation.,,board,case_based;applications
CR-T6-021,fill_blank,chemical-reactions-and-equations,rancidity,Meaning and cause,Rancidity is caused by the ____ of fats and oils.,1,recall,1,0,30,CBSE/SEBA,,en,draft,AI-original (needs review),,,oxidation,Oxidation.,,board,fill_blank;meaning and cause
CR-T6-022,fill_blank,chemical-reactions-and-equations,rancidity,Prevention,Chips packets are filled with ____ gas to prevent rancidity.,1,recall,1,0,30,CBSE/SEBA,,en,draft,AI-original (needs review),,,nitrogen,N₂ is unreactive.,,board,fill_blank;prevention
CR-T6-023,fill_blank,chemical-reactions-and-equations,rancidity,Prevention,Substances added to food to prevent oxidation are called ____.,1,recall,1,0,30,CBSE/SEBA,,en,draft,AI-original (needs review),,,antioxidants,Antioxidants.,,board,fill_blank;prevention
CR-T6-024,equation,chemical-reactions-and-equations,rancidity,Meaning and cause,Write the word equation representing rancidity.,2,recall,2,0,90,CBSE/SEBA,,en,draft,AI-original (needs review),,,"Fats/oils + oxygen → foul-smelling, bad-tasting compounds (rancid food)",Accept any equivalent word equation.,,board,equation;meaning and cause
CR-T6-025,short,chemical-reactions-and-equations,rancidity,Meaning and cause,What is rancidity? How can it be prevented?,2,recall,2,0,120,CBSE/SEBA,,en,draft,AI-original (needs review),,,"Oxidation of fats and oils in food causing bad smell and taste (1). Prevention: airtight containers, refrigeration, antioxidants, nitrogen flushing (1).",,,board,short;meaning and cause
CR-T6-026,short,chemical-reactions-and-equations,rancidity,Applications,Why is nitrogen used to flush packets of chips?,2,application,2,0,120,CBSE/SEBA,,en,draft,AI-original (needs review),,,"Nitrogen is an inert gas that displaces oxygen from the packet (1). Without oxygen, the fats and oils in the chips do not oxidise, so they do not turn rancid (1).",,,board,short;applications
CR-T6-027,short,chemical-reactions-and-equations,rancidity,Prevention,Give two reasons why refrigeration and airtight containers help in preventing rancidity.,2,application,2,0,120,CBSE/SEBA,,en,draft,AI-original (needs review),,,Refrigeration lowers temperature and slows oxidation (1). Airtight containers keep out oxygen (1).,,,board,short;prevention
CR-T6-028,long,chemical-reactions-and-equations,rancidity,Meaning and cause,"Explain rancidity: its cause, its effects on food, and four ways to prevent it, with everyday examples.",3,application,5,0,315,CBSE/SEBA,,en,draft,AI-original (needs review),,,"Cause: oxidation of fats and oils by air (1). Effects: foul smell and taste, food spoils, for example butter or chips (1). Prevention: antioxidants, airtight containers, refrigeration, nitrogen flushing (3).",,,board;NTSE;foundation,long;meaning and cause
CR-T7-001,mcq,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,Which of the following is an exothermic process?,1,recall,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,A,Respiration,Respiration releases energy.,,board,mcq;exothermic
CR-T7-002,mcq,chemical-reactions-and-equations,exothermic-endothermic,Endothermic,Which of the following is an endothermic reaction?,1,recall,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,D,Thermal decomposition of calcium carbonate,Heat must be supplied to decompose CaCO₃.,,board,mcq;endothermic
CR-T7-003,mcq,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,"When water is added to quicklime, the beaker becomes:",1,recall,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,A,Hot,Slaking of lime is exothermic.,,board,mcq;exothermic
CR-T7-004,mcq,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,CH₄ + 2O₂ → CO₂ + 2H₂O + heat is an example of:,1,recall,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,B,An exothermic reaction,Heat is released.,,board,mcq;exothermic
CR-T7-005,mcq,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,Respiration is an exothermic reaction because:,3,reasoning,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),,A,Energy is released when glucose is oxidised,Glucose + oxygen → CO₂ + water + energy.,,board;NTSE;foundation,mcq;exothermic
CR-T7-006,mcq,chemical-reactions-and-equations,exothermic-endothermic,Endothermic,"When solid barium hydroxide and ammonium chloride are mixed, the beaker feels:",2,application,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,A,Very cold,The reaction absorbs heat from the surroundings.,,board,mcq;endothermic
CR-T7-007,mcq,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,Decomposition of vegetable matter into compost is:,2,application,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,D,Exothermic,Heat is released during decay.,,board,mcq;exothermic
CR-T7-008,mcq,chemical-reactions-and-equations,exothermic-endothermic,Endothermic,"In photosynthesis, the energy absorbed is:",1,recall,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,D,Light energy from the Sun,Photosynthesis is endothermic.,,board,mcq;endothermic
CR-T7-009,mcq,chemical-reactions-and-equations,exothermic-endothermic,Identification,All combustion reactions are:,1,recall,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,B,Exothermic,Burning releases heat.,,board,mcq;identification
CR-T7-010,mcq,chemical-reactions-and-equations,exothermic-endothermic,Identification,Which pair is correctly matched?,2,application,1,0,45,CBSE/SEBA,,en,draft,AI-original (needs review),,A,Slaking of lime — exothermic,Slaking of lime releases heat.,,board,mcq;identification
CR-T7-011,mcq,chemical-reactions-and-equations,exothermic-endothermic,Identification,"Thermal, electrolytic and photolytic decomposition reactions all:",3,reasoning,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),,D,Require energy in some form,"Decomposition needs energy input: heat, electricity or light.",,board;NTSE;foundation,mcq;identification
CR-T7-012,assertion_reason,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,"Assertion (A): Burning of natural gas is an exothermic reaction.
Reason (R): Heat is released during the reaction.",1,recall,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),,A,Both A and R are true and R is the correct explanation of A.,R explains A.,,board,assertion_reason;exothermic
CR-T7-013,assertion_reason,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,"Assertion (A): Respiration is an endothermic reaction.
Reason (R): Glucose is oxidised in the cells of the body.",3,reasoning,1,0,75,CBSE/SEBA,,en,draft,AI-original (needs review),,D,A is false but R is true.,"Respiration is exothermic, so A is false.",,board;NTSE;foundation,assertion_reason;exothermic
CR-T7-014,assertion_reason,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,"Assertion (A): Slaking of lime is an exothermic reaction.
Reason (R): Quicklime reacts with water to form calcium hydroxide.",3,reasoning,1,0,75,CBSE/SEBA,,en,draft,AI-original (needs review),,B,Both A and R are true but R is not the correct explanation of A.,"Both are true, but R does not explain the heat release.",,board;NTSE;foundation,assertion_reason;exothermic
CR-T7-015,statement,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,"Consider the statements:
I. Exothermic reactions release heat.
II. Thermal decomposition of CaCO₃ is exothermic.",1,recall,1,0,50,CBSE/SEBA,,en,draft,AI-original (needs review),,A,Only I is correct,Thermal decomposition of CaCO₃ is endothermic.,,board,statement;exothermic
CR-T7-016,statement,chemical-reactions-and-equations,exothermic-endothermic,Identification,"Consider the statements:
I. Respiration is exothermic.
II. Photosynthesis is endothermic.",1,recall,1,0,50,CBSE/SEBA,,en,draft,AI-original (needs review),,C,Both I and II are correct,Both are correct.,,board,statement;identification
CR-T7-017,match,chemical-reactions-and-equations,exothermic-endothermic,Identification,"Match the process with its energy change.
Column I:
1. Burning of natural gas
2. Photosynthesis
3. Respiration
4. Thermal decomposition of CaCO₃
Column II:
P. Releases heat and light
Q. Absorbs light energy
R. Releases energy in body cells
S. Absorbs heat energy",2,application,1,0,75,CBSE/SEBA,,en,draft,AI-original (needs review),,B,"1-P, 2-Q, 3-R, 4-S",Match the process with its energy change.,,board,match;identification
CR-T7-018,case_based,chemical-reactions-and-equations,exothermic-endothermic,Endothermic,This reaction is:,1,recall,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),CP-T7-01,D,Endothermic,Heat is absorbed.,,board,case_based;endothermic
CR-T7-019,case_based,chemical-reactions-and-equations,exothermic-endothermic,Endothermic,The beaker sticks to the plank because:,2,application,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),CP-T7-01,D,The water on the plank freezes as heat is absorbed,Temperature falls below freezing point of water.,,board,case_based;endothermic
CR-T7-020,case_based,chemical-reactions-and-equations,exothermic-endothermic,Endothermic,"Based on the exchange of ions, this reaction is:",2,application,1,0,60,CBSE/SEBA,,en,draft,AI-original (needs review),CP-T7-01,A,A double displacement reaction,"Ba(OH)₂ and NH₄Cl exchange ions to give BaCl₂, NH₃ and H₂O.",,board,case_based;endothermic
CR-T7-021,fill_blank,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,A reaction in which heat is released is called an ____ reaction.,1,recall,1,0,30,CBSE/SEBA,,en,draft,AI-original (needs review),,,exothermic,Exothermic.,,board,fill_blank;exothermic
CR-T7-022,fill_blank,chemical-reactions-and-equations,exothermic-endothermic,Endothermic,Photosynthesis is an ____ reaction.,1,recall,1,0,30,CBSE/SEBA,,en,draft,AI-original (needs review),,,endothermic,It absorbs light energy.,,board,fill_blank;endothermic
CR-T7-023,fill_blank,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,Slaking of lime is the reaction of quicklime with ____.,1,recall,1,0,30,CBSE/SEBA,,en,draft,AI-original (needs review),,,water,CaO + H₂O → Ca(OH)₂.,,board,fill_blank;exothermic
CR-T7-024,equation,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,Write the balanced equation for the burning of methane.,2,recall,2,0,90,CBSE/SEBA,,en,draft,AI-original (needs review),,,CH₄ + 2O₂ → CO₂ + 2H₂O + heat,"Coefficients 1, 2, 1, 2.",,board,equation;exothermic
CR-T7-025,equation,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,Write the balanced equation for respiration.,2,application,2,0,90,CBSE/SEBA,,en,draft,AI-original (needs review),,,C₆H₁₂O₆ + 6O₂ → 6CO₂ + 6H₂O + energy,"Coefficients 1, 6, 6, 6.",,board,equation;exothermic
CR-T7-026,equation,chemical-reactions-and-equations,exothermic-endothermic,Endothermic,Write the balanced equation for photosynthesis.,2,application,2,0,90,CBSE/SEBA,,en,draft,AI-original (needs review),,,"6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂ (sunlight, chlorophyll)",Conditions above the arrow.,,board,equation;endothermic
CR-T7-027,short,chemical-reactions-and-equations,exothermic-endothermic,Identification,Differentiate between exothermic and endothermic reactions with two examples of each.,2,recall,3,0,120,CBSE/SEBA,,en,draft,AI-original (needs review),,,"Exothermic reactions release heat, for example burning of natural gas and respiration (1.5). Endothermic reactions absorb heat, for example photosynthesis and thermal decomposition of CaCO₃ (1.5).",,,board,short;identification
CR-T7-028,short,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,Why is respiration considered an exothermic reaction?,3,reasoning,2,0,135,CBSE/SEBA,,en,draft,AI-original (needs review),,,Glucose is oxidised in body cells (1). Energy is released in the process (1).,,,board;NTSE;foundation,short;exothermic
CR-T7-029,long,chemical-reactions-and-equations,exothermic-endothermic,Exothermic,"Describe the activity of adding water to quicklime: procedure, observation, equation, type of reaction, and one use of the product.",3,application,5,0,315,CBSE/SEBA,,en,draft,AI-original (needs review),,,Take quicklime in a beaker and add water slowly (1). The beaker becomes hot (1). CaO + H₂O → Ca(OH)₂ + heat (1). Combination and exothermic (1). Slaked lime is used for whitewashing (1).,,,board;NTSE;foundation,long;exothermic
